"","STATEFP","COUNTYFP","TRACTCE","POPULATION","LATITUDE","LONGITUDE"
"1150",37,109,71002,2681,35.429349,-81.074793
"1151",37,109,71101,5315,35.506652,-81.023481
"1152",37,109,71102,4805,35.432585,-80.993142
"1153",37,109,71201,1729,35.463275,-80.978017
"1154",37,109,71202,3145,35.491672,-80.980934
"1155",37,109,71203,4167,35.527401,-80.981377
"1156",37,111,970100,5273,35.774634,-82.025549
"1157",37,111,970200,4919,35.704142,-81.936687
"1158",37,111,970300,3261,35.699662,-82.004914
"1159",37,111,970400,2776,35.68435,-81.994138
"1160",37,111,970500,3954,35.663196,-82.014977
"1161",37,111,970600,3680,35.668469,-82.049645
"1162",37,111,970700,4380,35.668953,-82.138007
"1163",37,111,970800,4227,35.596116,-82.170793
"1164",37,111,970901,7429,35.63501,-81.913125
"1165",37,111,970902,5097,35.60354,-82.043406
"1166",37,113,970100,2684,35.261261,-83.382077
"1167",37,113,970200,4090,35.207772,-83.508228
"1168",37,113,970301,4006,35.192831,-83.377569
"1169",37,113,970302,4050,35.182542,-83.414333
"1170",37,113,970400,3924,35.193323,-83.31676
"1171",37,113,970501,1435,35.085042,-83.207828
"1172",37,113,970502,1504,35.034714,-83.205198
"1173",37,113,970600,5755,35.116406,-83.354383
"1174",37,113,970700,6474,35.102754,-83.42211
"1175",37,115,10100,2546,35.946777,-82.620304
"1176",37,115,10200,2294,35.851249,-82.858568
"1177",37,115,10400,1911,35.825363,-82.744677
"1178",37,115,10500,4816,35.788769,-82.676058
"1179",37,115,10600,6322,35.825852,-82.571539
"1180",37,115,10700,2875,35.856468,-82.493922
"1181",37,117,970100,4183,35.796733,-76.913425
"1182",37,117,970200,4586,35.834221,-77.067047
"1183",37,117,970300,4385,35.858165,-77.080158
"1184",37,117,970400,2652,35.945652,-77.264105
"1185",37,117,970500,5397,35.786946,-77.116842
"1186",37,117,970600,3302,35.826698,-77.255094
"1187",37,119,100,3425,35.229062,-80.844313
"1188",37,119,300,407,35.212709,-80.839807
"1189",37,119,400,1599,35.21633,-80.853635
"1190",37,119,500,4964,35.232871,-80.846
"1191",37,119,600,4100,35.224193,-80.834045
"1192",37,119,700,736,35.238419,-80.818474
"1193",37,119,800,2284,35.228961,-80.81997
"1194",37,119,900,1556,35.237007,-80.810409
"1195",37,119,1000,2319,35.225866,-80.807663
"1196",37,119,1100,1809,35.213484,-80.807068
"1197",37,119,1200,5650,35.224589,-80.787168
"1198",37,119,1300,3893,35.238959,-80.790444
"1199",37,119,1400,2607,35.246266,-80.796998
"1200",37,119,1504,6401,35.243134,-80.762961
"1201",37,119,1505,3678,35.275032,-80.754631
"1202",37,119,1507,4004,35.246372,-80.744035
"1203",37,119,1508,6061,35.241787,-80.727646
"1204",37,119,1509,2976,35.256766,-80.760181
"1205",37,119,1510,3047,35.257202,-80.745287
"1206",37,119,1603,4598,35.22756,-80.763217
"1207",37,119,1605,1776,35.21996,-80.774522
"1208",37,119,1606,4295,35.217108,-80.762233
"1209",37,119,1607,2613,35.210575,-80.748348
"1210",37,119,1608,3933,35.236226,-80.763432
"1211",37,119,1609,3168,35.222551,-80.7428
"1212",37,119,1701,3749,35.213263,-80.7927
"1213",37,119,1702,4881,35.207117,-80.766765
"1214",37,119,1801,1249,35.205105,-80.7961
"1215",37,119,1802,2892,35.192994,-80.778612
"1216",37,119,1910,5117,35.196846,-80.732917
"1217",37,119,1911,5441,35.189265,-80.717935
"1218",37,119,1912,6565,35.213088,-80.732428
"1219",37,119,1914,3485,35.180082,-80.761863
"1220",37,119,1915,6293,35.163296,-80.745992
"1221",37,119,1916,3725,35.202933,-80.706363
"1222",37,119,1917,3567,35.200009,-80.689575
"1223",37,119,1918,3527,35.198268,-80.753967
"1224",37,119,1919,3379,35.190599,-80.750281
"1225",37,119,1920,4226,35.180331,-80.743246
"1226",37,119,1921,2356,35.174009,-80.729985
"1227",37,119,1922,4340,35.219034,-80.706786
"1228",37,119,1923,3605,35.211383,-80.71824
"1229",37,119,2002,5725,35.168994,-80.788764
"1230",37,119,2003,5395,35.158191,-80.764178
"1231",37,119,2004,4934,35.142979,-80.780009
"1232",37,119,2100,2546,35.185032,-80.785241
"1233",37,119,2200,4859,35.183315,-80.805541
"1234",37,119,2300,2652,35.196313,-80.802913
"1235",37,119,2400,2514,35.206988,-80.816051
"1236",37,119,2500,1539,35.217523,-80.820456
"1237",37,119,2600,818,35.209518,-80.830892
"1238",37,119,2701,2208,35.199981,-80.830533
"1239",37,119,2702,5372,35.182287,-80.837946
"1240",37,119,2800,3627,35.192299,-80.822264
"1241",37,119,2903,3636,35.15325,-80.817271
"1242",37,119,2904,6717,35.144279,-80.79833
"1243",37,119,2905,3066,35.168849,-80.821828
"1244",37,119,2906,4034,35.160338,-80.837563
"1245",37,119,3006,3930,35.132832,-80.830719
"1246",37,119,3007,6569,35.122896,-80.813066
"1247",37,119,3008,5741,35.097438,-80.839794
"1248",37,119,3011,5951,35.133035,-80.843263
"1249",37,119,3012,4247,35.103008,-80.851407
"1250",37,119,3013,5121,35.104432,-80.807598
"1251",37,119,3015,4422,35.124702,-80.764008
"1252",37,119,3016,4558,35.110123,-80.769661
"1253",37,119,3017,3359,35.099542,-80.800442
"1254",37,119,3018,2628,35.108055,-80.78616
"1255",37,119,3102,4067,35.155514,-80.863413
"1256",37,119,3103,4327,35.167391,-80.860008
"1257",37,119,3105,3480,35.131828,-80.857752
"1258",37,119,3106,2624,35.144973,-80.86967
"1259",37,119,3108,3221,35.129401,-80.870515
"1260",37,119,3109,3968,35.121732,-80.874418
"1261",37,119,3201,2785,35.185032,-80.87096
"1262",37,119,3203,2436,35.17742,-80.863792
"1263",37,119,3204,2967,35.182986,-80.855318
"1264",37,119,3300,2933,35.194807,-80.860988
"1265",37,119,3400,4423,35.200267,-80.851728
"1266",37,119,3500,2329,35.207449,-80.846002
"1267",37,119,3600,3176,35.216438,-80.874003
"1268",37,119,3700,2345,35.20582,-80.871407
"1269",37,119,3802,3414,35.197438,-80.891423
"1270",37,119,3805,1824,35.17493,-80.903454
"1271",37,119,3806,8292,35.158747,-80.907269
"1272",37,119,3807,4005,35.147014,-80.891613
"1273",37,119,3808,4811,35.1439,-80.88531
"1274",37,119,3902,4390,35.211671,-80.900048
"1275",37,119,3903,2541,35.20975,-80.919491
"1276",37,119,4000,4312,35.231323,-80.899625
"1277",37,119,4100,2795,35.233139,-80.869786
"1278",37,119,4200,2968,35.244343,-80.881686
"1279",37,119,4302,4524,35.260596,-80.893503
"1280",37,119,4303,2557,35.256672,-80.932937
"1281",37,119,4304,3466,35.264279,-80.914402
"1282",37,119,4305,5649,35.24752,-80.913418
"1283",37,119,4400,4249,35.285982,-80.878389
"1284",37,119,4500,2957,35.254305,-80.872066
"1285",37,119,4600,3040,35.260596,-80.861072
"1286",37,119,4700,2073,35.244981,-80.858133
"1287",37,119,4800,3422,35.25915,-80.849435
"1288",37,119,4900,737,35.243816,-80.841475
"1289",37,119,5000,1341,35.248758,-80.840892
"1290",37,119,5100,2340,35.259727,-80.833547
"1291",37,119,5200,2728,35.246987,-80.824816
"1292",37,119,5301,3326,35.261355,-80.801741
"1293",37,119,5305,5005,35.272941,-80.784304
"1294",37,119,5306,2437,35.262438,-80.781076
"1295",37,119,5307,3153,35.28037,-80.776815
"1296",37,119,5308,2383,35.273787,-80.770953
"1297",37,119,5401,6853,35.289742,-80.852891
"1298",37,119,5403,4052,35.298178,-80.827174
"1299",37,119,5404,4927,35.287822,-80.812859
"1300",37,119,5508,4190,35.345313,-80.811048
"1301",37,119,5509,5476,35.368882,-80.798599
"1302",37,119,5510,5207,35.322717,-80.824612
"1303",37,119,5511,3636,35.333267,-80.806046
"1304",37,119,5512,4675,35.313168,-80.803735
"1305",37,119,5513,3938,35.353577,-80.789228
"1306",37,119,5514,6511,35.335533,-80.784089
"1307",37,119,5515,2482,35.393262,-80.761827
"1308",37,119,5516,1762,35.385388,-80.763859
"1309",37,119,5517,4282,35.379332,-80.775052
"1310",37,119,5518,4582,35.357726,-80.770421
"1311",37,119,5519,4717,35.374673,-80.74931
"1312",37,119,5520,4495,35.344584,-80.75103
"1313",37,119,5521,5951,35.338281,-80.724121
"1314",37,119,5522,4640,35.320179,-80.785732
"1315",37,119,5523,4720,35.318715,-80.74701
"1316",37,119,5524,8078,35.300527,-80.784424
"1317",37,119,5604,4461,35.306132,-80.732348
"1318",37,119,5605,5965,35.29303,-80.733229
"1319",37,119,5609,3334,35.315907,-80.718381
"1320",37,119,5610,3394,35.319557,-80.705101
"1321",37,119,5611,2383,35.326004,-80.698416
"1322",37,119,5612,4451,35.297302,-80.716188
"1323",37,119,5613,1820,35.282505,-80.723085
"1324",37,119,5614,6639,35.301052,-80.693346
"1325",37,119,5615,1248,35.286993,-80.6858
"1326",37,119,5616,1761,35.269984,-80.710529
"1327",37,119,5617,1931,35.243398,-80.712806
"1328",37,119,5618,3156,35.263768,-80.682488
"1329",37,119,5619,3956,35.251433,-80.66979
"1330",37,119,5620,6904,35.229335,-80.67242
"1331",37,119,5621,4541,35.24301,-80.640373
"1332",37,119,5706,6637,35.193172,-80.666137
"1333",37,119,5709,3488,35.133717,-80.69848
"1334",37,119,5710,3985,35.181854,-80.705335
"1335",37,119,5711,5651,35.16626,-80.682416
"1336",37,119,5712,3636,35.122744,-80.677902
"1337",37,119,5713,3623,35.14672,-80.657876
"1338",37,119,5714,4751,35.179711,-80.619912
"1339",37,119,5715,2526,35.21052,-80.593694
"1340",37,119,5716,4462,35.168267,-80.71834
"1341",37,119,5717,5930,35.154302,-80.717285
"1342",37,119,5811,3880,35.13807,-80.752174
"1343",37,119,5812,6077,35.134125,-80.730759
"1344",37,119,5815,3210,35.085546,-80.799837
"1345",37,119,5816,3872,35.069903,-80.805663
"1346",37,119,5817,4001,35.073543,-80.783095
"1347",37,119,5823,7873,35.072565,-80.733495
"1348",37,119,5824,2817,35.126894,-80.886459
"1349",37,119,5825,4323,35.074014,-80.890054
"1350",37,119,5826,2839,35.08294,-80.86672
"1351",37,119,5827,2366,35.110516,-80.875124
"1352",37,119,5828,3726,35.106481,-80.865686
"1353",37,119,5829,2556,35.092767,-80.864937
"1354",37,119,5830,3666,35.074468,-80.855843
"1355",37,119,5831,4480,35.080731,-80.837004
"1356",37,119,5832,2810,35.09988,-80.768416
"1357",37,119,5833,4642,35.108694,-80.741262
"1358",37,119,5834,4012,35.107026,-80.717518
"1359",37,119,5835,2632,35.092403,-80.712407
"1360",37,119,5836,4013,35.049432,-80.874565
"1361",37,119,5837,6227,35.047363,-80.857201
"1362",37,119,5838,6454,35.030149,-80.85299
"1363",37,119,5839,2381,35.068575,-80.836907
"1364",37,119,5840,2061,35.059708,-80.831401
"1365",37,119,5841,6194,35.049226,-80.832485
"1366",37,119,5842,5936,35.05096,-80.804707
"1367",37,119,5843,3054,35.03921,-80.814012
"1368",37,119,5844,6539,35.026558,-80.822787
"1369",37,119,5845,3480,35.052217,-80.78613
"1370",37,119,5846,4029,35.03877,-80.782823
"1371",37,119,5847,3983,35.073303,-80.761583
"1372",37,119,5848,5230,35.090746,-80.741907
"1373",37,119,5906,4478,35.225788,-80.985032
"1374",37,119,5907,4229,35.160321,-80.991669
"1375",37,119,5908,1535,35.117795,-81.024557
"1376",37,119,5909,6318,35.135251,-80.988524
"1377",37,119,5910,4224,35.106508,-80.998715
"1378",37,119,5911,4117,35.076536,-81.015764
"1379",37,119,5912,4816,35.160625,-80.934561
"1380",37,119,5913,6220,35.143619,-80.95454
"1381",37,119,5914,5563,35.118855,-80.972146
"1382",37,119,5915,1495,35.133509,-80.935428
"1383",37,119,5916,2271,35.134807,-80.915118
"1384",37,119,5917,5230,35.10565,-80.968562
"1385",37,119,5918,3435,35.089523,-80.9807
"1386",37,119,6005,2854,35.271245,-80.977414
"1387",37,119,6006,5911,35.264733,-80.950883
"1388",37,119,6007,6643,35.321867,-80.974293
"1389",37,119,6008,3635,35.308252,-80.966707
"1390",37,119,6009,2757,35.292942,-80.958261
"1391",37,119,6010,6436,35.29204,-80.928861
"1392",37,119,6103,3818,35.334661,-80.9425
"1393",37,119,6104,8187,35.30382,-80.903361
"1394",37,119,6105,2673,35.341616,-80.896251
"1395",37,119,6106,3551,35.352593,-80.86724
"1396",37,119,6107,4324,35.340142,-80.861973
"1397",37,119,6108,4341,35.316027,-80.878071
"1398",37,119,6109,3514,35.321115,-80.855638
"1399",37,119,6203,5083,35.493034,-80.885867
"1400",37,119,6204,7267,35.463593,-80.908415
"1401",37,119,6208,2476,35.471689,-80.884499
"1402",37,119,6209,3826,35.449503,-80.881187
"1403",37,119,6210,3678,35.431012,-80.896324
"1404",37,119,6211,6125,35.426289,-80.879344
"1405",37,119,6212,3183,35.411958,-80.867454
"1406",37,119,6213,5553,35.397025,-80.923183
"1407",37,119,6214,4067,35.397942,-80.884934
"1408",37,119,6215,4227,35.382359,-80.889951
"1409",37,119,6302,5950,35.40124,-80.811722
"1410",37,119,6303,5321,35.426686,-80.853449
"1411",37,119,6304,6045,35.429501,-80.825167
"1412",37,119,6403,5319,35.499358,-80.845432
"1413",37,119,6404,4952,35.474714,-80.804245
"1414",37,119,6405,3081,35.488824,-80.860929
"1415",37,119,6406,6132,35.46999,-80.861517
"1416",37,119,6407,3313,35.449605,-80.853757
"1417",37,119,980100,0,35.21206,-80.9498
"1418",37,119,980200,1,35.105248,-80.92068
"1419",37,119,980300,0,35.216909,-80.837982
"1420",37,121,950100,2479,36.082432,-82.217584
"1421",37,121,950200,3821,36.007954,-82.146932
"1422",37,121,950300,4372,35.932779,-82.063013
"1423",37,121,950400,4907,35.892293,-82.082699
"1424",37,123,960100,6431,35.380765,-79.78066
"1425",37,123,960200,7370,35.380595,-79.893045
"1426",37,123,960300,3914,35.419635,-80.061214
"1427",37,123,960401,2134,35.209677,-80.005835
"1428",37,123,960402,2306,35.265212,-80.016753
"1429",37,123,960500,5643,35.260151,-79.757131
"1430",37,125,950100,2712,35.462567,-79.497616
"1431",37,125,950200,7118,35.448554,-79.634385
"1432",37,125,950301,6142,35.292537,-79.581396
"1433",37,125,950302,4837,35.227582,-79.600955
"1434",37,125,950401,3939,35.314281,-79.450755
"1435",37,125,950402,4283,35.34742,-79.375533
"1436",37,125,950501,6438,35.266705,-79.226309
"1437",37,125,950502,8128,35.254382,-79.343391
"1438",37,125,950601,3259,35.199828,-79.497595
"1439",37,125,950602,6632,35.22176,-79.454958
"1440",37,125,950701,4542,35.179194,-79.486667
"1441",37,125,950702,2588,35.175566,-79.452842
"1442",37,125,950801,4445,35.181199,-79.416354
"1443",37,125,950802,3656,35.211377,-79.38621
"1444",37,125,950900,2422,35.176518,-79.390191
"1445",37,125,951000,4570,35.159049,-79.375426
"1446",37,125,951100,8172,35.138175,-79.420477
"1447",37,125,951200,4364,35.109835,-79.47547
"1448",37,127,10200,5155,35.920366,-77.814705
"1449",37,127,10300,6574,35.931811,-77.830107
"1450",37,127,10400,3356,35.9475,-77.804859
"1451",37,127,10502,7060,35.968767,-77.832906
"1452",37,127,10503,3107,35.977816,-77.860178
"1453",37,127,10504,5960,35.951202,-77.865091
"1454",37,127,10601,2730,35.994555,-77.813615
"1455",37,127,10602,5712,35.995534,-77.795391
"1456",37,127,10700,2743,36.061447,-77.772502
"1457",37,127,10800,7195,36.042438,-77.890605
"1458",37,127,10900,5502,36.072961,-78.002485
"1459",37,127,11000,4381,35.944872,-78.10447
"1460",37,127,11101,6000,35.967685,-77.917294
"1461",37,127,11102,7994,35.964371,-77.975515
"1462",37,127,11200,6167,35.876677,-77.88305
"1463",37,127,11300,4961,35.859356,-78.013556
"1464",37,127,11400,4304,35.794367,-78.11187
"1465",37,127,11500,6939,35.827593,-78.191419
"1466",37,129,10100,2512,34.241101,-77.938201
"1467",37,129,10200,3378,34.233221,-77.925385
"1468",37,129,10300,5365,34.246627,-77.906793
"1469",37,129,10400,2909,34.22933,-77.913111
"1470",37,129,10501,3820,34.235037,-77.883073
"1471",37,129,10502,7013,34.226872,-77.896405
"1472",37,129,10600,4064,34.208496,-77.907624
"1473",37,129,10700,3699,34.197741,-77.927435
"1474",37,129,10800,2668,34.190298,-77.940379
"1475",37,129,10900,2250,34.204049,-77.944005
"1476",37,129,11000,2248,34.215335,-77.933911
"1477",37,129,11100,2882,34.223809,-77.936404
"1478",37,129,11200,2312,34.231834,-77.939698
"1479",37,129,11300,1399,34.23196,-77.947404
"1480",37,129,11400,1420,34.24841,-77.941422
"1481",37,129,11500,7990,34.309351,-77.923824
"1482",37,129,11603,7436,34.303919,-77.880705
"1483",37,129,11605,4997,34.256536,-77.881001
"1484",37,129,11606,4176,34.262709,-77.856846
"1485",37,129,11607,10804,34.282745,-77.830297
"1486",37,129,11608,5358,34.299494,-77.845626
"1487",37,129,11701,4409,34.245706,-77.840984
"1488",37,129,11703,3802,34.241488,-77.805378
"1489",37,129,11705,8039,34.267965,-77.799869
"1490",37,129,11800,2473,34.211389,-77.79868
"1491",37,129,11902,5028,34.215179,-77.864966
"1492",37,129,11903,8514,34.228087,-77.863916
"1493",37,129,11904,1829,34.225421,-77.836519
"1494",37,129,12001,7013,34.202741,-77.849076
"1495",37,129,12004,3649,34.172781,-77.858181
"1496",37,129,12006,3865,34.186448,-77.900479
"1497",37,129,12007,3935,34.174406,-77.911827
"1498",37,129,12008,5430,34.159245,-77.90001
"1499",37,129,12009,7062,34.183691,-77.878014
"1500",37,129,12010,4840,34.165666,-77.877359
"1501",37,129,12101,8130,34.150573,-77.915607
"1502",37,129,12103,4307,34.145502,-77.880501
"1503",37,129,12104,5387,34.107291,-77.887972
"1504",37,129,12105,11361,34.095026,-77.909224
"1505",37,129,12201,2665,34.047559,-77.89224
"1506",37,129,12202,3048,34.028032,-77.900699
"1507",37,129,12203,2012,34.003735,-77.906781
"1508",37,129,12300,7167,34.293728,-77.772963
"1509",37,129,980100,2,34.269918,-77.903867
"1510",37,129,990100,0,34.077741,-77.827347
"1511",37,131,920100,5538,36.445886,-77.238841
"1512",37,131,920200,4636,36.310658,-77.261414
"1513",37,131,920300,6055,36.432441,-77.487005
"1514",37,131,920401,4370,36.509812,-77.654187
"1515",37,131,920402,1500,36.526528,-77.845108
"1516",37,133,102,8166,34.70761,-77.155628
"1517",37,133,103,5415,34.819966,-77.265257
"1518",37,133,201,9234,34.903062,-77.574104
"1519",37,133,202,10317,34.828279,-77.533269
"1520",37,133,301,5981,34.766637,-77.586802
"1521",37,133,302,9027,34.698586,-77.528457
"1522",37,133,401,4787,34.514995,-77.504599
"1523",37,133,402,5540,34.544792,-77.394498
"1524",37,133,403,1035,34.489017,-77.430295
"1525",37,133,500,1294,34.584933,-77.378439
"1526",37,133,600,10899,34.6593,-77.344447
"1527",37,133,700,5176,34.70327,-77.356369
"1528",37,133,800,1121,34.728509,-77.340814
"1529",37,133,900,6120,34.734806,-77.381132
"1530",37,133,1000,4455,34.721815,-77.450591
"1531",37,133,1101,4585,34.76321,-77.491212
"1532",37,133,1102,4570,34.739217,-77.474836
"1533",37,133,1200,10145,34.81378,-77.454851
"1534",37,133,1300,12779,34.792162,-77.404622
"1535",37,133,1400,4672,34.776354,-77.435923
"1536",37,133,1500,2909,34.774299,-77.423348
"1537",37,133,1700,2595,34.767441,-77.416684
"1538",37,133,1800,1922,34.748333,-77.427225
"1539",37,133,2100,6552,34.775146,-77.360923
"1540",37,133,2201,5250,34.759194,-77.36848
"1541",37,133,2202,5081,34.746456,-77.368509
"1542",37,133,2300,4552,34.759567,-77.317298
"1543",37,133,2400,6283,34.732766,-77.324009
"1544",37,133,2500,3126,34.723094,-77.248794
"1545",37,133,2600,4492,34.757816,-77.402984
"1546",37,133,2800,9692,34.679037,-77.202116
"1547",37,133,990100,0,34.519672,-77.308552
"1548",37,135,10701,1973,35.918061,-79.118444
"1549",37,135,10703,6064,35.908575,-79.083918
"1550",37,135,10704,5134,35.889335,-79.090543
"1551",37,135,10705,4573,35.916543,-79.077178
"1552",37,135,10706,3203,35.933368,-79.087925
"1553",37,135,10801,5025,36.170063,-79.173416
"1554",37,135,10802,4654,36.176407,-79.024714
"1555",37,135,10901,5383,36.086422,-79.025502
"1556",37,135,10902,4724,36.040223,-79.060369
"1557",37,135,11000,7182,36.079924,-79.094401
"1558",37,135,11101,8028,36.099473,-79.203117
"1559",37,135,11102,5844,36.049367,-79.150373
"1560",37,135,11202,6885,35.967318,-79.109943
"1561",37,135,11203,5301,35.93728,-79.196991
"1562",37,135,11204,3189,35.987068,-79.03401
"1563",37,135,11205,7554,35.956223,-79.035706
"1564",37,135,11300,2926,35.917158,-79.060669
"1565",37,135,11400,3834,35.922137,-79.049714
"1566",37,135,11500,1812,35.917762,-79.03541
"1567",37,135,11601,2350,35.912305,-79.046855
"1568",37,135,11602,5786,35.903446,-79.044904
"1569",37,135,11700,4190,35.904991,-79.058804
"1570",37,135,11800,3186,35.931867,-79.064115
"1571",37,135,11901,5315,35.949803,-79.049919
"1572",37,135,11902,3945,35.944995,-79.028679
"1573",37,135,12100,7551,35.925417,-79.016732
"1574",37,135,12201,2566,35.883571,-79.040745
"1575",37,135,12202,5624,35.887718,-79.069963
"1576",37,137,950101,2941,35.118647,-76.904077
"1577",37,137,950102,4079,35.172115,-76.737815
"1578",37,137,950201,3885,35.036587,-76.779607
"1579",37,137,950202,2239,35.085602,-76.670392
"1580",37,137,990100,0,35.216496,-76.432264
"1581",37,139,960100,1731,36.302598,-76.219441
"1582",37,139,960200,5175,36.284966,-76.21153
"1583",37,139,960300,2962,36.289573,-76.232064
"1584",37,139,960400,4214,36.302107,-76.233275
"1585",37,139,960501,3210,36.357404,-76.257728
"1586",37,139,960502,5246,36.32887,-76.264304
"1587",37,139,960503,2699,36.420569,-76.392003
"1588",37,139,960600,6653,36.266898,-76.285178
"1589",37,139,960701,5654,36.254358,-76.197847
"1590",37,139,960702,3117,36.187148,-76.187054
"1591",37,141,920101,368,34.370942,-77.623682
"1592",37,141,920102,1094,34.423946,-77.551355
"1593",37,141,920103,4004,34.441406,-77.589995
"1594",37,141,920201,5678,34.402777,-77.640249
"1595",37,141,920202,6164,34.350798,-77.70456
"1596",37,141,920203,4074,34.403731,-77.753947
"1597",37,141,920204,2231,34.587417,-77.711199
"1598",37,141,920300,4232,34.668006,-77.986265
"1599",37,141,920401,2381,34.518709,-77.932421
"1600",37,141,920402,3102,34.55837,-77.950639
"1601",37,141,920403,3671,34.544876,-77.884036
"1602",37,141,920501,4633,34.532147,-78.11937
"1603",37,141,920502,1717,34.425908,-78.084977
"1604",37,141,920601,3093,34.462811,-77.931307
"1605",37,141,920602,5775,34.401691,-77.919492
"1606",37,141,990100,0,34.349246,-77.603126
"1607",37,143,920100,6853,36.216808,-76.393311
"1608",37,143,920201,2828,36.192889,-76.49355
"1609",37,143,920202,3772,36.108098,-76.429026
"1610",37,145,920100,6834,36.422293,-78.883646
"1611",37,145,920200,6749,36.448004,-79.036431
"1612",37,145,920300,6294,36.413731,-78.972396
"1613",37,145,920400,2851,36.389454,-78.988802
"1614",37,145,920500,6984,36.299374,-78.907592
"1615",37,145,920601,5133,36.349917,-79.033443
"1616",37,145,920602,4619,36.2654,-79.017407
"1617",37,147,100,5173,35.605157,-77.371064
"1618",37,147,201,4952,35.608234,-77.347266
"1619",37,147,202,2623,35.596686,-77.34572
"1620",37,147,301,3159,35.581739,-77.351893
"1621",37,147,302,8858,35.589624,-77.332096
"1622",37,147,400,6567,35.602384,-77.364941
"1623",37,147,501,5886,35.570559,-77.383374
"1624",37,147,502,6706,35.571731,-77.361321
"1625",37,147,601,6686,35.6066,-77.416078
"1626",37,147,602,5219,35.58029,-77.408458
"1627",37,147,603,9570,35.561495,-77.413234
"1628",37,147,701,3903,35.613318,-77.39155
"1629",37,147,702,2968,35.597416,-77.387738
"1630",37,147,800,3575,35.643965,-77.367602
"1631",37,147,900,8052,35.628272,-77.251129
"1632",37,147,1001,2240,35.592157,-77.2865
"1633",37,147,1002,6072,35.5702,-77.277892
"1634",37,147,1003,5272,35.55955,-77.320557
"1635",37,147,1100,5134,35.52934,-77.236637
"1636",37,147,1200,5939,35.48341,-77.322148
"1637",37,147,1301,3883,35.53434,-77.421511
"1638",37,147,1302,5177,35.527769,-77.393655
"1639",37,147,1303,7689,35.543778,-77.368848
"1640",37,147,1401,4801,35.467612,-77.427468
"1641",37,147,1402,2591,35.452622,-77.399127
"1642",37,147,1500,3315,35.378057,-77.418244
"1643",37,147,1600,7843,35.557559,-77.465234
"1644",37,147,1700,3753,35.622019,-77.47495
"1645",37,147,1800,6120,35.595781,-77.589057
"1646",37,147,1900,2889,35.673134,-77.585123
"1647",37,147,2001,6287,35.672543,-77.430145
"1648",37,147,2002,5246,35.757014,-77.376296
"1649",37,149,920101,3373,35.244595,-82.040771
"1650",37,149,920103,3197,35.235359,-82.126404
"1651",37,149,920104,2983,35.245898,-82.186335
"1652",37,149,920200,5061,35.331303,-82.185134
"1653",37,149,920301,1075,35.237109,-82.226483
"1654",37,149,920303,1947,35.236078,-82.312524
"1655",37,149,920304,2874,35.209836,-82.247754
"1656",37,151,30100,4597,35.690945,-79.824582
"1657",37,151,30201,3078,35.698982,-79.806331
"1658",37,151,30202,5078,35.664673,-79.806863
"1659",37,151,30301,6501,35.747283,-79.797196
"1660",37,151,30302,3041,35.712749,-79.796929
"1661",37,151,30400,4193,35.739411,-79.814651
"1662",37,151,30502,4019,35.720102,-79.842411
"1663",37,151,30503,5855,35.771744,-79.904976
"1664",37,151,30504,5893,35.778941,-79.995619
"1665",37,151,30600,6387,35.670114,-79.877651
"1666",37,151,30700,6011,35.594538,-79.936565
"1667",37,151,30801,7148,35.689019,-79.731985
"1668",37,151,30802,6290,35.576302,-79.764099
"1669",37,151,30900,3686,35.615913,-79.616438
"1670",37,151,31000,7151,35.756407,-79.62431
"1671",37,151,31100,5823,35.767647,-79.724545
"1672",37,151,31200,5336,35.860904,-79.583715
"1673",37,151,31303,4226,35.847689,-79.922583
"1674",37,151,31304,4701,35.873427,-79.885048
"1675",37,151,31305,4090,35.879073,-79.802133
"1676",37,151,31306,6845,35.870008,-79.723267
"1677",37,151,31400,8452,35.803612,-79.798309
"1678",37,151,31501,6079,35.846228,-80.023084
"1679",37,151,31503,3011,35.909586,-79.965261
"1680",37,151,31504,5234,35.899951,-79.945794
"1681",37,151,31505,3618,35.869235,-79.963824
"1682",37,151,31601,3905,35.896671,-80.025512
"1683",37,151,31602,1504,35.913449,-79.984192
"1684",37,153,970100,3676,35.017987,-79.611117
"1685",37,153,970200,4930,35.08927,-79.766231
"1686",37,153,970300,4878,34.970379,-79.781879
"1687",37,153,970400,4230,34.955002,-79.739019
"1688",37,153,970500,2503,34.942862,-79.764478
"1689",37,153,970600,4152,34.923155,-79.741066
"1690",37,153,970700,3130,34.916846,-79.764788
"1691",37,153,970800,5340,34.894768,-79.797529
"1692",37,153,970900,5236,34.88662,-79.723366
"1693",37,153,971000,4174,34.91634,-79.686101
"1694",37,153,971100,4390,34.869136,-79.672266
"1695",37,155,960101,4125,34.822333,-78.929739
"1696",37,155,960102,5195,34.808644,-78.980417
"1697",37,155,960201,6039,34.886921,-79.030401
"1698",37,155,960202,4664,34.823663,-79.092048
"1699",37,155,960300,6797,34.809607,-79.17126
"1700",37,155,960401,7157,34.766592,-79.275512
"1701",37,155,960402,3568,34.739453,-79.150084
"1702",37,155,960501,3413,34.701051,-79.198989
"1703",37,155,960502,6057,34.685261,-79.199755
"1704",37,155,960503,1764,34.646381,-79.157098
"1705",37,155,960600,6431,34.674785,-79.110175
"1706",37,155,960701,5471,34.7086,-79.033398
"1707",37,155,960702,3080,34.662071,-79.052657
"1708",37,155,960801,4529,34.607613,-79.037527
"1709",37,155,960802,1971,34.600531,-79.024952
