"GEOID","NAME","INCOME","PERC_POVERTY","PERC_SNAP","PERC_CAR","PERC_PUBLIC_TRANSIT","PERC_INSURED","PERC_COLLEGE","PERC_FEM_HEAD","PERC_WHITE","PERC_BLACK","PERC_NATIVE","PERC_ASIAN","PERC_HAWAIIAN"
"37081011102","Census Tract 111.02, Guilford County, North Carolina",32308,0.266282225237449,0.328778821520068,0.749268292682927,0.11219512195122,0.794543617379589,0.516356316054353,0.601652892561984,0.00606264735601213,0.975412596833951,0.00437857864600876,0,0
"37081011200","Census Tract 112, Guilford County, North Carolina",28566,0.444543231829295,0.42671009771987,0.823733518390007,0.0520471894517696,0.844788441692466,0.557624736472242,0.542199488491049,0.169484536082474,0.779175257731959,0.00948453608247423,0.00350515463917526,0.00288659793814433
"37081011300","Census Tract 113, Guilford County, North Carolina",31280,0.33322611772274,0.364975450081833,0.778633301251203,0.115495668912416,0.774500475737393,0.65752741774676,0.578212290502793,0.0615919140871762,0.893240682248895,0.00505369551484523,0.00410612760581175,0
"37081011400","Census Tract 114, Guilford County, North Carolina",13447,0.645299145299145,0.69886670264436,0.707916287534122,0.075523202911738,0.812917594654788,0.386064030131827,0.868114406779661,0.0881877022653722,0.875606796116505,0,0,0
"37081011500","Census Tract 115, Guilford County, North Carolina",28083,0.363636363636364,0.206136145733461,0.831578947368421,0.0271929824561404,0.753508771929825,0.468586387434555,0.739612188365651,0.520614035087719,0.422368421052632,0.00657894736842105,0.0315789473684211,0
"37081011601","Census Tract 116.01, Guilford County, North Carolina",40821,0.174478141000394,0.311291963377416,0.770773638968481,0.00382043935052531,0.780526109148017,0.431654676258993,0.451923076923077,0.486062033765214,0.37534354142128,0.0160973694542599,0.0848056537102474,0
"37081011602","Census Tract 116.02, Guilford County, North Carolina",41275,0.309433962264151,0.201478743068392,0.788912579957356,0.0277185501066098,0.704208998548621,0.355210420841683,0.239424703891709,0.437229437229437,0.374891774891775,0.00981240981240981,0.0401154401154401,0
"37081011904","Census Tract 119.04, Guilford County, North Carolina",37500,0.203009158307894,0.202830188679245,0.837611314824515,0.00523834468308015,0.832383873794917,0.571377587437545,0.532182103610675,0.282727074711392,0.630581572642126,0.00827706382051841,0.0596819864953169,0
"37081011905","Census Tract 119.05, Guilford County, North Carolina",31216,0.308964900514196,0.29013079667063,0.74578388507183,0.0274828232354778,0.771741560473955,0.495952906548933,0.523041474654378,0.283255086071987,0.61614129219763,0.00760116253074,0.0216856695729935,0
"37081012503","Census Tract 125.03, Guilford County, North Carolina",68233,0.0959946296710674,0.0670448684889118,0.804973183812774,0,0.828323313293253,0.757103574702108,0.0682281059063136,0.767757737697617,0.119127143175239,0,0.0826096637719884,0
